bower/bower,coveralls,2014-11-20T18:36:49Z,seems like coveralls failed to run on this pr. hence travis fail ...,negative
thingdom/node-neo4j,mocha,2014-06-08T00:47:44Z,unable to run with mocha. i've narrowed my test case down to:```var neo4j = require("neo4j");var db = new neo4j.graphdatabase(":7474");db.query("match (n) optional match (n)-[r]->() delete n. r". {}. function(err. res) {    console.log("response");});console.log("done");```when run with `node test/test.js` it logs two lines of output. when run with `mocha` it only logs the latter.any help is appreciated!,positive
thingdom/node-neo4j,mocha,2014-06-08T01:02:08Z,need to do it async style. it's not waiting for the test to finish.,neutral
thingdom/node-neo4j,mocha,2014-06-08T09:09:06Z,wfreeman what's a good practice for doing that with mocha?,positive
thingdom/node-neo4j,mocha,2014-06-08T09:35:48Z,never mind. i found the done() parameter. thanks for the help!,positive
angular-fullstack/generator-angular-fullstack,karma,2014-11-27T03:12:49Z,i did everything mentioned by bytenel and am still get the same error :( any ideas?ps: i'm getting this issue when i try to install grunt-shell or reinstall karma via npm,negative
angular-fullstack/generator-angular-fullstack,selenium,2016-02-19T05:34:06Z,travis can't do e2e tests. you'd need to use something like saucelabs that can run selenium tests.,positive
adamgruber/mochawesome,mocha,2015-06-09T15:14:58Z,add ability to use mocha --watch flag without constantly file overwrite. for now if tests are running with --watch flag. new report overwrites old one every time. even if no changes was made in tests. it would be great if you add an ability to watch file changes and compose new report only if there was some.,positive
adamgruber/mochawesome,mocha,2015-06-09T18:31:20Z,that's just how the `--watch` flag works. it scans for changes to any js file and then reruns your tests. thus regenerating any reports. it's not behavior specific to mochawesome and not something that can or should be changed.,neutral
gilbarbara/react-joyride,sauce,2016-11-18T17:02:10Z,the test failure seems to be due to not being able to connect to sauce labs. and does not seem to be a new problem.,neutral
Reactive-Extensions/RxJS,standard,2013-11-17T22:07:08Z,raineratspirit it is. but you have to realize. it has all the bindings. async/fromevent/promise/callback stuff in addition to standard operators.  thus you don't need to bring in multiple files.  i'd like to know which operators you think aren't needed.,neutral
BabylonJS/Babylon.js,uglify,2018-04-03T16:57:31Z,did you run a npm install? (you can also force the install of uglify with npm install gulp-uglify),neutral
Hacker0x01/react-datepicker,karma,2015-12-09T18:18:51Z,run sauce labs on master branch. i removed sauce labs from the repo because it was breaking on external pull requests (those pr's didn't have the right creds for sl). however. it would be really cool if we could run the sl specs on the master branch instead. this way. we're sure a pr runs the karma specs and can we run a additional sl karma run on master.,positive
Hacker0x01/react-datepicker,eslint,2018-03-17T16:50:45Z,> we could run flow from the build system so contributors would see flow errors right away. like with eslint. another option would be to run it during testing. but it's often convenient to see type errors sooner rather than later.sounds like a good idea. i think it would be good add this in before we land the pr that's open. thoughts? i found a few articles related to this but doesn't seem like there's a default way of doing this.> for measuring progress. i see react is using flow-coverage-report. i haven't used it yet. but it looks pretty straightforward.looks interesting! but lets focus on adding the default checks to the ci first.,positive
webpack/webpack,standard,2017-01-18T11:12:29Z,feature - better logging for loaders/plugins - compiler.messages. **do you want to request a *feature* or report a *bug*?**feature.**what is the current behavior?**there's no standard for providing loader/plugin diagnostics so people have to use ad hoc solutions.**what is the expected behavior?**there should be a pipe like `compiler.warnings` for generic diagnostic messages. maybe call it `compiler.messages` or so. one option would be to refactor the current api behind a single call that would accept message type. priority. message for filtering.**if this is a feature request. what is motivation or use case for changing the behavior?**the current behavior is confusing.,negative
webpack/webpack,standard,2017-01-25T20:13:20Z,it won't convert old commit messages ^^. you will need to introduce the standard to all repo's,neutral
webpack/webpack,standard,2017-02-03T15:53:27Z,bebraw that's all there is to the implementation. aside from the standard `if (module.hot) module.hot.accept()` addition to client code. there's no react-hot-loader configured. just `webpack-dev-server` for page refreshes and style changes.i'd post a minimum reproducible repo. but i'm logged into a company github account on my local machine and it'd be a pain to switch local accounts with ssh and gpg configured.,negative
webpack/webpack,standard,2017-02-08T07:54:29Z,sokra that is quite inconsistent. you assume. based purly on imports. what the use might want to target. but that is just a guess. in our case. the import statement is used. but the code itself is es5. so it's all valid. just because of the import pattern webpack shouldn't fall back to parse the file with an older standard. because you can't know the target environment.i won't say it's webpacks job to tell the user. that his code is properbly wrong. but i'd say it's inconsistent to tell the user "well. the exact same code goes through 2 different chains in webpack. and one tells you the problem in advance. the other doesn't" just based on some unrelated import stuff. that just feels not right.btw the main problem is babel. transpiling code from `{await: function() {}}` to `{await: function await() {}}`. in webpack it's just the lack of consistency.,negative
webpack/webpack,uglify,2018-05-31T11:31:29Z,cxyxc looks like `uglify-es` is more slow than `uglify-js`,neutral
webpack/webpack,uglify,2018-06-01T05:43:35Z,thanks for answer.sorry. i set `mode: 'none'` and `optimization.minimizer: [...]`. but not set `optimization.minimize: 'true'`. so uglifyjsplugin not run and then complie quickly.  in webpack4. i find  dir `.cache/uglify-js-plugin` in `node_modules` after complie.  it is no use for me. how to turn it off？,negative
webpack/webpack,uglify,2018-06-04T16:57:59Z,sokra good catch.mgroenhoff also tree shaking it not job of `uglify`.,negative
webpack/webpack,uglify,2018-06-06T09:03:14Z,the hooks are only useful if you know what you are looking for. e.g the name of the method "calling". e.g `hooks.call.for("calling")...` however if you want to hook all calls in the module this can't be done this way.also i was assuming the `evaluate` hook meant walking into an expression? if this is not the case what does "evaluating" mean in the context of parsing and walking the ast ?---also an unrelated question. does modifying the ast (from `hooks.program`) get propagated down stream. so e.g babel/uglify will pick up changes ?,neutral
webpack/webpack,uglify,2018-06-13T20:47:39Z,i've been trying to track down why this is slow. and in doing so. i did an `npm doctor` which reveals a permissions problem in `.cache/uglifyjs-webpack-plugin` which was weird to me. since i wasn't using that plugin...,negative
webpack/webpack,uglify,2018-06-27T16:14:49Z,to explain our need for this a bit. we use webpack for our main bundle. but also need to process each language files individually (i.e. an entry point for each lang file). each language file is a simple es6 file that imports other files. each containing lang strings. our sole need for these lang files is to copy the generated bundle to a new location. rename them to include the hash for cache-busting and uglify. this is all well within the purview of webpack - it's very straightforward to set up (go webpack!) - so we figured it would be ideal. however. ultimately we need to consume the file as a simple json object because it's asynchronously loaded by the client-side code. since there's no way to remove the bootstrap code wrapping the content we had to get a separate process using grunt that handles this portion. pity!,neutral
webpack/webpack,uglify,2018-06-28T14:59:46Z,ah i tried again and the uglifyjs-webpack-plugin change is actually not needed at all.sorry for bothering...,negative
webpack/webpack,eslint,2015-09-02T20:31:35Z,i believe i am experiencing this issue as well (the issue that webpack doesn't respect file timestamps. or even simple content-hashing. when detecting changes).  at first i thought i was just changing the file too quickly after the previous change was detected (and that may actually be an issue too. it's hard to tell). but the commentors above pointed me in the right direction: i'm usually modifying superfluous whitespace. as my linter (eslint) is setup to error on these issues and that will cause webpack to fail.what's the change detection algorithm/heuristic. and why doesn't it seem to be anything sane?,negative
socketstream/socketstream,coveralls,2015-03-03T14:14:34Z,can someone please ‘splain the coveralls account?,neutral
stealjs/steal,sauce,2017-05-10T13:47:43Z,anyone know where to look up the possible environment names? maybe saucelabs changed one.,neutral
acuminous/yadda,mocha,2015-11-17T23:13:52Z,it's a while since i looked at this but i suspect jasmine doesn't provide the option to programmatically skip tests. this was only added relatively recently in mocha which is why you needed to upgrade for your other package.,negative
prebid/Prebid.js,karma,2018-03-16T22:03:55Z,rubicon analytics. ## type of change- [x] feature- [x] bugfixes## description of changethis includes the new rubicon analytics adapter.  the endpoint will be changed. but for now can be configured with the `endpoint` option when calling `pbjs.enableanalytics````            pbjs.enableanalytics({                provider: 'rubicon'.                options: {                    endpoint: ':9999/event'.                    accountid: 1001                }            });```## other informationthe karma testing library was updated to use the mocha reporter.  it includes more information. better debug information (such as object diffing). and is just overall a better reporter than the `progress-reporter`.an additional `bidder_done` event was added that signals when a bid adapter has finished responding to bids (this is a solution to better determine no-bids).the `set_targeting` event was modified to also pass the targeting that was set as an event argument.also a few bug fixes. such as cleaning up handlers left around by other analytics adapters (was causing errors in unrelated tests).,neutral
prebid/Prebid.js,karma,2018-03-18T19:39:47Z,looking for other prebid org folks to review the core changes here. other rubicon folks to review the rubicon-specific stuff.,neutral
prebid/Prebid.js,karma,2018-03-20T23:29:53Z,resolved merge conflict,positive
prebid/Prebid.js,karma,2018-04-04T15:55:53Z,resolved conflicts,positive
prebid/Prebid.js,karma,2018-04-12T15:20:22Z,mjacobsonny -- rich submitted a doc change for the new bidderdone event. any others you were looking for?  we don't want to put this on the analytics adapter list just yet.,neutral
babel/babylon,eslint,2017-03-01T11:18:43Z,use prettier. the changes are very minimal. only in state.js prettier created a super long line. but we could also optimize this by hand and instead initialize every property individual.thoughts?- [x] add to pre-commit hook + travis- [x] adjust eslint,positive
babel/babylon,eslint,2017-03-02T21:13:39Z,might be related to babel/babel-eslint#266,neutral
babel/babylon,eslint,2017-03-03T16:04:53Z,this is super exciting! do not hesitate to open up issues on the prettier repo if you see anything that isn't printed in a way that you would have written code. i want to know about it :),positive
babel/babylon,eslint,2017-03-04T16:16:31Z,stephen as mentioned in slack. i will document what we have done in typescript-eslint-parser. it is something we have already had to tackle,neutral
sasstools/sass-lint,eslint,2016-01-08T22:51:30Z,yes. i want to suppress _lint warnings_ for some part of my code. **e.g.**. in eslint library. i can supress it using **//eslint-disable-line no-console** as a comment in front of the console.log statement. and console.log statements are set to give js lint warnings if encountered anywhere in code. but i use this comment to ignore(suppress) for particular ones.similarly. i want to ask if anything exists for sass lint. because i want hyphenated naming convention in scss file but some library which i am using has camelcasing in some class name and i want to modify this class scss properties. so. i can't avoid using camelcasing. so i want to supress naming convention for only these class names.i am using it as in cli> npm run sass-lint -v and then my config file is automatically picked up which in turns selects my scss files and runs lint check on them.,negative
ipfs/js-ipfs-api,coveralls,2017-12-29T09:54:32Z,chore: bring back coveralls,negative
ipfs/js-ipfs-api,coveralls,2017-12-29T10:17:59Z,it was missing the token,neutral
react-materialize/react-materialize,eslint,2016-03-28T14:03:10Z,issue didn't receive any more response... cleaned up the modal.js file and updated eslintrc to eslintrc.js,neutral
vega/vega-lite,codecov,2017-02-24T17:05:53Z,- [ ] yuhanlu please add tests for missing lines. (click details for codecov/patch and see diff tab),neutral
vega/vega-lite,codecov,2017-02-26T00:56:09Z,also. look at the codecov diff to make sure that you add test for all the cases.,neutral
vega/vega-lite,codecov,2017-03-02T22:32:44Z,hmm ... it still doesn't run codecov.,neutral
vega/vega-lite,codecov,2017-03-02T23:13:38Z,arvind actually it does not.  i'm just trying randomly to see what causes codecov to break...,neutral
vega/vega-lite,codecov,2017-03-03T06:43:37Z,domoritz  fyi. i rebase and codecov is all good right now awesome!!!!,positive
vega/vega-lite,coveralls,2015-09-21T18:27:18Z,get rid of coveralls,neutral
pouchdb/pouchdb,eslint,2016-06-26T05:44:30Z,it's failing in travis due to eslint. you can repro by running `npm run eslint`. seems the error is `move function declaration to function body root`. if you need any help. feel free to join the slack or irc chat; thanks a bunch for the pr! :),positive
pouchdb/pouchdb,eslint,2016-06-26T13:46:58Z,i'll see what i can do today. ---cgulatvenu.comon sat. jun 25. 2016 at 11:44 pm -0600. "nolan lawson" notificationsgithub.com wrote:it's failing in travis due to eslint. you can repro by running npm run eslint. seems the error is move function declaration to function body root. if you need any help. feel free to join the slack or irc chat; thanks a bunch for the pr! :)—you are receiving this because you authored the thread.reply to this email directly. view it on github. or mute the thread.,positive
pouchdb/pouchdb,eslint,2016-07-12T13:44:09Z,oops didnt check eslint. will fixup,neutral
pouchdb/pouchdb,mocha,2014-06-22T00:33:40Z,calvinmetcalf then there's definitely an error.  every single one of those tests times out instead of showing an error in mocha.,negative
pouchdb/pouchdb,jshint,2014-04-29T16:07:48Z,so node is ok with escape i think your problem is that jshint doesn't like escape.,neutral
pouchdb/pouchdb,jshint,2014-04-30T00:07:16Z,minor nit: instead of putting escape/unescape in the .jshintrc. you could just call window.escape and window.unescape like websql.js was doing. other than that. i'm happy to merge this.,positive
pouchdb/pouchdb,jshint,2014-04-30T01:09:30Z,`global.escape` and `global.unescape` will avoid having to change the jshintrc.,neutral
pouchdb/pouchdb,jshint,2014-04-30T15:33:02Z,split out jshint task. instead of doing it at the same time as npm test. we have split out various tests. and its not useful for someone for every test to fail because of a jshint error,negative
pouchdb/pouchdb,jshint,2014-04-30T15:42:30Z,(#2106) - seperate the jshint task from the test,neutral
pouchdb/pouchdb,jshint,2014-04-30T18:12:08Z,please no. i know it takes a long time. but it catches sooo many bugs for me. webstorm sometimes puts really subtle red underlines under jshint errors. so i miss them until i do an npm test.,negative
pouchdb/pouchdb,jshint,2014-04-30T20:27:22Z,jshint errors will still break the build. but it means if you break jshint as well as something functional we will get feedback on both. it seems cleaner to have them seperate as well. but wont merge if yall still disagreewe shouldnt be merging anything without a green build. its looking red now. but everything i have merged has been on a green build. so either intermittent or an overlap or someone elses push. checking now,negative
pouchdb/pouchdb,jshint,2014-05-06T23:43:25Z,closing as not many seemed up for this. plus its kinda useful for the tests to bail early since people will fix and follow up and this at least reduces test runs,positive
pouchdb/pouchdb,sauce,2013-06-21T18:00:41Z,remove travis and saucelabs dependancy,neutral
pouchdb/pouchdb,sauce,2013-06-21T18:04:50Z,over this project i have spent significantly more time debugging saucelabs and travis issues than i have doing anything else (including writing the code). to add to that we have removed chrome testing and never even had ie or opera in ci. nor can people 'grunt test' and debug those tests locallyi think our need to do integration testing with a couchdb server means we arent really suited for those type of testing as a service tools. and a web driver local implementation running on a dedicated test box would be less maintenance.,neutral
pouchdb/pouchdb,sauce,2013-06-21T18:16:31Z,the latency between travis and saucelabs has increased to the point its impossible to get working. removed the hook and will test pr's manually,neutral
vlucas/frisby,jasmine,2014-05-14T07:32:54Z,running tests in multiple files sequentially. assuming the following test files and their corresponding requests:```testa.spec.js -> request1->after(request2)testb.spec.js -> request3testc.spec.js -> request4```when i run `jasmine-node` in this directory. they are executed in the following order:```request1request3request4request2```which obviously is not what i want. since each "top level request" loads a fixture into the database. it is impossible to do any first-this-then-that kind of tests.i believe i ran into a similar issue with jasmine before. so i'm assuming the problem isn't necessarily with frisby. but maybe you can give some advice as to how this can be solved?issue #13 references a similar problem. but as i understand it the proposed solution with `after` doesn't work for tests spread across multiple files.any ideas?,negative
angular/protractor,jasmine,2016-07-25T15:25:38Z,nicktomlin is there a link to the feature request you put in for this?,neutral
angular/protractor,jasmine,2016-07-27T12:10:04Z,protractor. jasmine : how to print current page url on console. my requirement is to print current page url on console.i tried with console.log('url is= '+driver.browser.getcurrenturl());getting below error on console **failed: driver is not defined**,neutral
angular/protractor,jasmine,2016-08-04T12:45:39Z,i tried both ways . i get same errori installed protractor-jasmine-cuucmber npm both locally and globally,neutral
angular/protractor,jasmine,2016-08-12T22:23:53Z,good idea!  why not throw it on to `err.message` on 120 of `lib/frameworks/jasmine.js`?,neutral
angular/protractor,selenium,2015-07-16T09:28:17Z,ctamas you don't understand the way protractor and js selenium api manages promises.and `getcurrenturl()` always worked. while in ie11 don't.i guess the way js selenium api or protractor manage promises has problems in synchronization. or it is a way that is not a good one to manage promises.,negative
angular/protractor,selenium,2015-07-16T09:37:21Z,ctamas the point is that it is not clear when to resolve promises with then and when not. and selenium api communicates like there is no need to resolve promises with then. while there is this need as we are demonstrating in this thread.,positive
angular/protractor,selenium,2015-07-16T19:38:13Z,that's not an error from us (all though we don't support all browsers).  it might be from selenium or your app.,neutral
angular/protractor,selenium,2015-07-22T06:46:28Z,if you need help. you should ask for it on stack overflow,neutral
angular/protractor,selenium,2015-07-22T11:29:31Z,hi sammy.this is not a help i need. this is a bug in protractor. i've done my due diligence. please re-open the issue.,negative
angular/protractor,selenium,2015-07-22T18:58:07Z,what's your issue exactly?  i don't understand this sentence: "it works however if the selenium address is on localhost / same host where the protractor is running by not setting the browser's file detector.",neutral
angular/protractor,selenium,2015-07-22T21:34:12Z,let's say your server runs on host a. the selenium grid on host b and protractor code running from host c. if you attempt to run a file upload test(code shown as above) from host c. hitting thr host b selenium grid hitting the upload end point running in host a. the upload fails.however. if host a. b. c were to be the same host. ie if the protractor code. selenium server and the file upload endpoint are all the same host / localhost. file upload works just fine.,positive
angular/protractor,selenium,2015-07-23T19:11:21Z,i created a new issue. since this issue was about documentation.  see #2371,neutral
angular/protractor,selenium,2015-07-29T15:04:29Z,yes. there are different work arounds to do the navigation but if we want to use keyboard down/up keys. protractor is not working. i need something similar to sendkeys(keys.arrow_down) which works on selenium.,neutral
angular/protractor,selenium,2015-08-03T07:31:47Z,getting same error on my desktop on windows 7 enterprise. could u please provide the better solution for this?c:\users\e0360862>webdriver-manager startselenium.pid: undefinedevents.js:85      throw er; // unhandled 'error' event            ^error: spawn cmd enoent    at exports._errnoexception (util.js:746:11)    at process.childprocess._handle.onexit (child_process.js:1053:32)    at child_process.js:1144:20    at process._tickcallback (node.js:355:11)    at function.module.runmain (module.js:503:11)    at startup (node.js:129:16)    at node.js:814:3thanks.,negative
angular/protractor,selenium,2015-08-04T16:20:02Z,as i said. i'm not allowed to connect to googlecloud where the driver files and the selenium server are hosted,neutral
angular/protractor,selenium,2015-08-12T17:44:44Z,how change chrome driver to firefox driver in protractor. i have problem with firefox . my test case passed with chrome and failed with firefox browser .so when i was updating my selenium standalone server using command " webdriver-manager update " chrome driver is updated but not firefox can you let me now the process that will update firefox driver,negative
angular/protractor,sauce,2014-05-16T23:35:22Z,hi.i don't think this is the right way to fix this - this will print no matter how the code is running. and the dummy name isn't applicable for everything. could you add context about how jenkins or bamboo would use a link to show test results?,neutral
angular/protractor,sauce,2014-05-16T23:54:20Z,didn't know about that. very cool! i'm concerned that this would make the suite take a very long time for legitimate failures. however. (it's already 10 minutes. i'd hate to have it take half an hour). i'll be exploring some of the saucelabs issues this week - give me a bit to look into that and see if there's other ways to address this before we resort to a full retry :) i'll leave this open though.,negative
angular/protractor,sauce,2014-05-20T17:51:46Z,i think this is addressed with 546d41faeb75342c875e0f9bb7702309c1aa186d,neutral
angular/protractor,sauce,2014-05-22T21:32:16Z,tried with windows 8 on saucelabs. didn't help. i didn't see the `window is undefined` error anymore. but the same end result.,negative
angular/protractor,sauce,2014-05-23T18:59:51Z,feat(sauceprovider): append spec filename to capabilities.name,neutral
angular/protractor,sauce,2014-05-23T21:18:54Z,now that ie 11 is added and i think we've addressed some of the flakes. i'd prefer to find flakes rather than mask them. so i'm gonna close this one.thanks for teaching me about travis_retry though!,negative
angular/protractor,sauce,2014-06-03T19:51:30Z,lgtm,neutral
angular/protractor,sauce,2014-06-04T17:40:48Z,ajoslin i am working on some other organizational issues. so i haven't had the chance to look at this. feel free to play around with it. alternatively. if sauce isn't a must right now. there are instructions on how to test mobile locally. both for ios and android.,negative
angular/protractor,sauce,2014-06-04T18:47:49Z,update: have added more logging for sauce connect. still seeing the issue occasionally. in contact with saucelabs.removing milestone as this is an ongoing priority but not directly protractor related and shouldn't block release.,neutral
angular/protractor,sauce,2014-06-04T19:51:59Z,merged,neutral
angular/protractor,sauce,2014-06-05T13:41:34Z,also i just checked on running this on windows /chrome platform through a tunnel. i dont see a request similar to /wd/hub in the logs so i suspect its an issue on saucelabs which are incorrectly proxying the callback to my machine.,neutral
angular/protractor,sauce,2014-06-05T17:17:26Z,so i exposed my local testing site to be publicly accessible on the internet so saucelabs could reach the site without a tunnel. that works and passes tests fine. i suspect saucelabs is incorrectly proxying the callback thats suppose to be for their appium server to my machine via the sauce connect tunnel.,positive
angular/protractor,sauce,2014-06-09T01:32:44Z,i think the problem might be execasync and appium/sauce since the following does not work:``` javascript  it('should exec async'. function() {    ptor = protractor.getinstance();    ptor.driver.executeasyncscript(function() {      return null;    });  });```,neutral
ripple/ripple-lib,eslint,2015-07-13T17:10:18Z,ci tests are failing; eslint wants the `let` on line 260 to be `const`. there also seems to be a problem with npm that i don't understand yet.,negative
ripple/ripple-lib,eslint,2015-07-14T22:34:09Z,can we remove the `eslint-disable: max-len`?,neutral
youngmountain/generator-node-gulp,mocha,2014-06-26T15:39:18Z,use gulp-plumber for catching jscs error. like catching mocha error. if jscs raise error. then plumber catches this.,negative
jquery/jquery-mobile,coveralls,2014-06-13T17:08:58Z,gabrielschulhof can you please double check if the report from coveralls is accurate?,neutral
misoproject/d3.chart,mocha,2014-04-07T09:55:38Z,i had jshint errors when building a release. i disabled the jshint check. built the library and then tested in our project that uses requirejs and it works. here are the errors i received with `grunt release`:```running "jshint:grunt" (jshint) tasklinting gruntfile.js...error[l142:c36] script url.  grunt.registertask("test-unit". ["mocha:unit"]);[l144:c35] script url.  "test-build". ["concat:test". "mocha:exportsamd". "mocha:exportsglobal"][l144:c55] script url.  "test-build". ["concat:test". "mocha:exportsamd". "mocha:exportsglobal"]```,neutral
benbria/coffee-coverage,mocha,2015-09-03T13:23:50Z,thanks for the input! i'll see about taking a crack at it sometime next week if i can make the time. it does spawn a process to run the tests within electron. but mocha is only required within that process. i for the hell of it tried manually requiring in coffee-coverage directly where mocha would expect it to be. but still get 0%. i'm sure i'll come up with something.,negative
benbria/coffee-coverage,mocha,2015-09-12T18:36:02Z,this turned out to be an issue on electron mochas end. will be putting up a pr there. thanks again.,positive
benbria/coffee-coverage,istanbul,2015-09-11T06:51:03Z,how to extract coverage info from phantomjs run. big fan of coffee-coverage. thanks. have a backbone spa grunt-mocha/grunt-mocha-phantomjs project that has an html page including all tests via script tag for the browserify-coffee-coverage'd tests. bundle looks good but can't wrap my head around how to get the mocha run's coverage info out of the page. alternative: browserify-istanbul writes this to a window.__coverage__ variable and expects a web hook to write the contents out to a file for later istanbul report. this cannot generate an html coverage report because the coverage info references coffee files. but they don't match the transpiled javascript line numbers (other reports work ok). i would love a more coffeescripty solution and have a little time to spend on it... any pointers?,neutral
benbria/coffee-coverage,istanbul,2015-09-15T19:48:31Z,thanks for all the info. steve.  re: 'it is amazing how many kludgy. inelegant solutions there are out there.'. yeah...  i feel like all of this should be much. much easier to make work.,positive
balderdashy/sails,mocha,2013-10-23T13:58:15Z,michapixel i think that is exactly what i posted in pr #1012 a couple days ago. it breaks the mocha/travis test.,neutral
balderdashy/sails,mocha,2013-10-25T07:43:23Z,mikermcneil did you read what fyockm wrote about the mocha-test?,neutral
skulpt/skulpt,jshint,2014-12-04T14:03:04Z,- we settled on 4 space indentation as a code style i don't think we should change that for the turtle module. - why do you put the comma's on the start of a line and not after a declaration? when you're doing multiple declarations?- there are some other coding style issues. which you haven't noticed on travis because we're not scanning the lib dirs with `jshint` - why do you add functions to the prototype using a closure?,neutral
skulpt/skulpt,jshint,2014-12-04T15:11:17Z,yeah i know sorry. i was the instigator of the original discussion so i feel kinda obligated to make sure we adhere to the style. i had started commenting on them and then found out jshint wasn't being run on the libs.i thought as much with the proto closure stuff i was just wondering if you were doing something there i didn't get :smile: i don't do much oo-programming in javascript. i also can't seem to wrap my head around what you're doing here:``` js (function(frame) {      if (frame) {        browserframe = function(method) {          return (_framerequest = frame(method));        }      }    })(window.requestanimationframe || window.webkitrequestanimationframe || window.mozrequestanimationframe || window.orequestanimationframe || window.msrequestanimationframe);```what do you use to run tests on this? i don't mean automated. the file /doc/static/turtletest.html doesn't work anymore.,negative
skulpt/skulpt,jshint,2014-12-04T15:12:18Z,you don't use jshint/jslint on your javascript at trinket.io?,neutral
skulpt/skulpt,jshint,2014-12-10T17:12:20Z,adds matrix and shape methods. implements popmatrix. pushmatrix. applymatrix. resetmatrix. printmatrix. box. sphere. spheredetailadds mode options to size methoddefines renderer constantsgets jshint passingfixes #314,neutral
skulpt/skulpt,jshint,2014-12-11T14:10:39Z,lgtm :+1: :shipit: maybe add this file to the files jshint scans on travis now it passes?,neutral
rlidwka/sinopia,eslint,2015-08-07T10:27:36Z,hrm... build seems to fail on eslint using a deprecated --reset flag.any help?,negative
KeitIG/museeks,eslint,2016-11-20T21:42:46Z,yep. sorry about that. i've also installed the atom linter-eslint plugin. so i should see these errors before commiting.,negative
fb55/css-select,eslint,2016-10-31T17:32:58Z,fix eslint errors,neutral
videojs/videojs-contrib-hls,standard,2016-07-19T20:18:55Z,question: how to bring a player back to `live` moment after pause?. hello.i'm working on non-standard feature for hls live playback.when a user clicks `pause` - a player stops buffering new data.but i need to bring user back to `live` moment (obviously `live` in terms of player. not clock time) by offering special custom button.i tried to approach this with `player.bufferedend()` and simply call `player.currenttime(player.bufferedend());`.unfortunately this approach resets player to 00:00 by unknown reason. also it does not really work. because as i mentioned above. after pause a player stops buffering and i don't know `the latest available time point` anymore in order to seek into live as close as possible.so my questions:- why player resets to 00:00 if i try to seek it into `bufferedend` point?- how to get `the latest time point`. which is the closest to live. so i can bring user back upon request after pause?thank you.,negative
videojs/videojs-contrib-hls,standard,2016-07-19T20:23:19Z,thanks for moving the issue here.can you elaborate on what you mean by the player reseting to 00:00 when you seek to `bufferedend`? is the new currenttime returning 0 or just the display of the control bar?perhaps what you actually want to use is `seekable` rather than `bufferedend`. and get seek to the end of the last seekable range available.,neutral
videojs/videojs-contrib-hls,standard,2016-07-19T22:17:21Z,did that work for you?,neutral
videojs/videojs-contrib-hls,standard,2016-07-19T22:20:04Z,yes. `seekable` is exactly what i need,neutral
videojs/videojs-contrib-hls,standard,2016-07-19T22:21:56Z,awesome!,positive
pouchdb/express-pouchdb,jshint,2014-12-01T18:33:12Z,it's a start: #134 adds 'npm test' which runs a 'npm run jshint' in turn.,neutral
pouchdb/express-pouchdb,jshint,2014-12-10T11:46:28Z,(#128) - add test-pouchdb & test-couchdb. also adds jshint to travis.,neutral
pouchdb/express-pouchdb,jshint,2014-12-10T12:25:27Z,test-couchdb has always failed to start for me (i run couchdb-harness manually). but the error seems to have changed on travis (not online). not sure if significant.,negative
pouchdb/express-pouchdb,jshint,2014-12-11T22:00:41Z,+1,neutral
pouchdb/express-pouchdb,jshint,2014-12-12T11:03:30Z,thanks. merged: 526b9eacf784c38a5252c9f251570983909120ad,positive
pouchdb/express-pouchdb,selenium,2014-12-01T18:46:57Z,i think daleharvey increased the selenium timeouts in pouchdb itself; you could try that.,neutral
swagger-api/swagger-js,mocha,2015-05-18T15:12:24Z,hmm. when i run `gulp browsertest` or even `mocha`. as that is what it looks like travis-ci is doing. locally. the tests complete successfully. perhaps i don't have something configured properly for travis.,negative
Azure/azure-xplat-cli,jshint,2013-10-13T15:17:12Z,hi anuchandy.as agreed with claudio. can you revert the copyright header changes ? could you also fix the jshint errors ?thanks.andre,neutral
adonisjs/adonis-cli,standard,2017-11-16T14:18:34Z,yass. thanks for this. just make sure to fix the styling of your code with `standard --fix`,neutral
brigand/babel-plugin-flow-react-proptypes,eslint,2017-02-03T19:56:16Z,i've created hardcoded test:```jsx/* eslint-disable */const transform = require('babel-core').transform;const { code } = transform(`import react. { component } from 'react';type props = {  label?: string.  anotherlabel?: string.};class test extends component {  props: props;  render() {    return (      <div>{this.props.label} {this.props.anotherlabel}</div>    );  }}export default test;`. {  babelrc: false.  presets: ['es2015'. 'stage-1'. 'react'].  plugins: [    'syntax-flow'.    'flow-react-proptypes'.    'syntax-object-rest-spread'.    'transform-class-properties'.    'transform-export-extensions'.    'transform-decorators-legacy'.    ['react-docgen'. { "doc_gen_collection_name": "storybook_react_classes" }]  ].});console.log(code);``` that is working.i think this problem is related how storybook are using babel config. (some plugin are causing bug. idk)so. i think you can close this.,positive
